No;Id;Time;e;Denpenden;treat_date;Treatment_Status;ever_treat;rel_time;beta
54;2;4;-3.605812751;49.56153555;11;0;1;-7;0
55;2;5;-17.66244775;-13.29444635;11;0;1;-6;0
56;2;6;15.2678118;20.12351048;11;0;1;-5;0
57;2;7;27.12654096;123.9144046;11;0;1;-4;0
58;2;8;-17.78373117;82.8241251;11;0;1;-3;0
59;2;9;28.90720114;35.1435389;11;0;1;-2;0
60;2;10;30.8890699;67.11473391;11;0;1;-1;0
61;2;11;-8.061382744;40.73854354;11;1;1;0;3
62;2;12;18.31938506;48.11114981;11;0;1;1;8
63;2;13;-7.188220693;66.42876718;11;0;1;2;15
64;2;14;58.71283201;95.38989677;11;0;1;3;24
65;2;15;8.691600561;74.79732452;11;0;1;4;35
66;2;16;-8.637687161;25.93969547;11;0;1;5;48
67;2;17;-22.56550276;58.70081638;11;0;1;6;63
68;2;18;-9.84639027;49.41256223;11;0;1;7;80
69;2;19;-24.09480349;59.87032609;11;0;1;8;99
70;2;20;19.23271206;99.91724036;11;0;1;9;120
71;2;21;13.61715582;157.3876692;11;0;1;10;143
72;2;22;26.24300479;191.0191345;11;0;1;11;168
73;2;23;29.8209135;205.380533;11;0;1;12;195
74;2;24;-8.455138436;253.0655249;11;0;1;13;224
75;2;25;-26.44593857;240.7125142;11;0;1;14;255
76;2;26;-6.608893611;245.8340839;11;0;1;15;288
77;2;27;37.54347735;389.1027412;11;0;1;16;323
78;2;28;19.6920099;449.3261462;11;0;1;17;360
79;2;29;8.367497324;433.5651911;11;0;1;18;399
80;2;30;-40.68114945;430.192964;11;0;1;19;440
81;2;31;46.23688657;504.736817;11;0;1;20;483
82;2;32;11.87333077;545.7079816;11;0;1;21;483
83;2;33;-24.68046672;474.5022405;11;0;1;22;483
84;2;34;6.396555544;447.7071822;11;0;1;23;483
85;2;35;-35.27297461;441.9474164;11;0;1;24;483
86;2;36;2.196044674;510.9324916;11;0;1;25;483
87;2;37;7.86484142;572.4997296;11;0;1;26;483
88;2;38;-10.97045141;544.8152882;11;0;1;27;483
89;2;39;-36.25071321;492.1275441;11;0;1;28;483
90;2;40;33.09317947;531.2879149;11;0;1;29;483
91;2;41;-11.94742436;564.2724401;11;0;1;30;483
92;2;42;26.31339473;499.0128484;11;0;1;31;483
93;2;43;-20.42700349;471.733241;11;0;1;32;483
94;2;44;-28.42351718;454.6874736;11;0;1;33;483
95;2;45;-65.49349904;403.1577158;11;0;1;34;483
96;2;46;24.64455915;416.4137887;11;0;1;35;483
97;2;47;4.960546937;491.3818707;11;0;1;36;483
98;2;48;-15.5820104;499.4114154;11;0;1;37;483
99;2;49;11.2504627;496.9647525;11;0;1;38;483
100;2;50;37.48037096;522.1171086;11;0;1;39;483
101;3;1;-13.64131416;-64.45290003;15;0;1;-14;0
102;3;2;-9.974223941;-111.1515105;15;0;1;-13;0
103;3;3;14.6345158;-57.17739333;15;0;1;-12;0
104;3;4;4.096560639;-39.14340902;15;0;1;-11;0
105;3;5;3.525635346;-75.57241267;15;0;1;-10;0
106;3;6;14.29457918;-50.83006186;15;0;1;-9;0
107;3;7;17.68259673;22.32880493;15;0;1;-8;0
108;3;8;-26.90373097;-26.90824173;15;0;1;-7;0
109;3;9;17.11941597;-76.93266887;15;0;1;-6;0
110;3;10;-4.401878063;-71.13242202;15;0;1;-5;0
111;3;11;5.96715559;-74.6922889;15;0;1;-4;0
112;3;12;-48.96531951;-104.3134392;15;0;1;-3;0
113;3;13;-74.45020349;-174.286343;15;0;1;-2;0
114;3;14;17.77867025;-127.9746706;15;0;1;-1;0
115;3;15;-8.763016074;-106.9909878;15;1;1;0;2.768888889
116;3;16;21.70550456;-93.2645967;15;0;1;1;7.075555556
117;3;17;9.640997859;-19.9979141;15;0;1;2;12.92
118;3;18;-19.77952807;-79.18027553;15;0;1;3;20.30222222
119;3;19;8.529584299;-78.38462451;15;0;1;4;29.22222222
120;3;20;34.55635134;-23.62315538;15;0;1;5;39.68
121;3;21;-20.25946535;-43.65817996;15;0;1;6;51.67555556
122;3;22;9.112309968;-53.94771541;15;0;1;7;65.20888889
123;3;23;10.27632854;-37.18316963;15;0;1;8;80.28
124;3;24;24.02748989;47.72403433;15;0;1;9;96.88888889
125;3;25;-5.037251757;63.47096205;15;0;1;10;115.0355556
126;3;26;14.13536925;43.53861078;15;0;1;11;134.72
127;3;27;10.85677218;124.9340983;15;0;1;12;155.9422222
128;3;28;0.348318396;130.829549;15;0;1;13;178.7022222
129;3;29;-2.915506551;115.7700729;15;0;1;14;203
130;3;30;7.470711786;164.7289541;15;0;1;15;228.8355556
131;3;31;-32.19417513;156.4980826;15;0;1;16;256.2088889
132;3;32;12.64627114;179.0014375;15;0;1;17;285.12
133;3;33;-38.36979757;202.9863161;15;0;1;18;315.5688889
134;3;34;5.435382758;206.4438113;15;0;1;19;347.5555556
135;3;35;0.426556724;283.5973521;15;0;1;20;381.08
136;3;36;-49.74769674;301.5998587;15;0;1;21;381.08
137;3;37;-17.96334245;301.6393815;15;0;1;22;381.08
138;3;38;14.1697634;351.0388964;15;0;1;23;381.08
139;3;39;-1.578503693;358.8515456;15;0;1;24;381.08
140;3;40;76.2993267;416.0778489;15;0;1;25;381.08
141;3;41;-28.04118051;398.2964084;15;0;1;26;381.08
142;3;42;-45.65256507;217.8647096;15;0;1;27;381.08
143;3;43;-3.048634276;224.0572276;15;0;1;28;381.08
144;3;44;14.84162528;322.2425624;15;0;1;29;381.08
145;3;45;-6.611111564;312.216823;15;0;1;30;381.08
146;3;46;-20.25566777;237.3075265;15;0;1;31;381.08
147;3;47;12.7490689;261.181743;15;0;1;32;381.08
148;3;48;29.77865276;359.4721777;15;0;1;33;381.08
149;3;49;46.32459251;384.3111227;15;0;1;34;381.08
150;3;50;-16.6977052;309.9247394;15;0;1;35;381.08
151;4;1;-13.78174853;-41.23184853;23;0;1;-22;0
152;4;2;-11.89267767;-66.48742687;23;0;1;-21;0
153;4;3;4.672926242;-22.33446488;23;0;1;-20;0
154;4;4;34.77395894;28.29537146;23;0;1;-19;0
155;4;5;-19.14326487;-20.84094285;23;0;1;-18;0
156;4;6;3.697733814;-37.3728357;23;0;1;-17;0
157;4;7;-10.05335157;30.718983;23;0;1;-16;0
158;4;8;-16.72268803;2.259824638;23;0;1;-15;0
159;4;9;-1.965395636;-39.11346581;23;0;1;-14;0
160;4;10;17.75365669;-21.33872715;23;0;1;-13;0
161;4;11;27.11984761;15.3389096;23;0;1;-12;0
162;4;12;-9.826606337;2.700937684;23;0;1;-11;0
163;4;13;-20.03890556;-34.01336016;23;0;1;-10;0
164;4;14;-0.478872489;-45.09794367;23;0;1;-9;0
165;4;15;28.45237472;-44.0790569;23;0;1;-8;0
166;4;16;-34.9872548;-73.09454908;23;0;1;-7;0
167;4;17;-41.4559293;-93.98462887;23;0;1;-6;0
168;4;18;-16.95288288;-101.029808;23;0;1;-5;0
169;4;19;38.25752355;-28.32929056;23;0;1;-4;0
170;4;20;0.89912304;-20.5094727;23;0;1;-3;0
171;4;21;-35.47724644;-97.48577317;23;0;1;-2;0
172;4;22;-12.290432;-109.0541556;23;0;1;-1;0
173;4;23;2.772614823;-97.03228685;23;1;1;0;2.61436673
174;4;24;49.58484118;22.06922167;23;0;1;1;6.457466919
175;4;25;31.01402008;68.29630192;23;0;1;2;11.52930057
176;4;26;-20.77715407;-25.4898013;23;0;1;3;17.82986767
177;4;27;5.976371717;1.281092311;23;0;1;4;25.35916824
178;4;28;-55.21588612;-27.47710422;23;0;1;5;34.11720227
179;4;29;-47.38643886;-96.43812242;23;0;1;6;44.10396975
180;4;30;12.96517298;-1.040630139;23;0;1;7;55.3194707
181;4;31;42.33648773;94.80099462;23;0;1;8;67.7637051
182;4;32;-1.698426026;82.22704786;23;0;1;9;81.43667297
183;4;33;17.15259666;71.6564703;23;0;1;10;96.33837429
184;4;34;-37.35967662;30.8073714;23;0;1;11;112.4688091
185;4;35;11.57874975;47.42543479;23;0;1;12;129.8279773
186;4;36;38.17067999;214.7292792;23;0;1;13;148.415879
187;4;37;-0.415220283;240.9813663;23;0;1;14;168.2325142
188;4;38;-15.25168684;194.0864228;23;0;1;15;189.2778828
189;4;39;-0.376388422;207.8271672;23;0;1;16;211.5519849
190;4;40;-7.100084445;234.5783451;23;0;1;17;235.0548204
191;4;41;-24.49012428;243.8774146;23;0;1;18;259.7863894
192;4;42;-22.65227733;195.8057172;23;0;1;19;285.7466919
193;4;43;-36.35628964;192.3285595;23;0;1;20;312.9357278
194;4;44;41.37716845;294.0491498;23;0;1;21;312.9357278
195;4;45;25.78867922;349.7308564;23;0;1;22;312.9357278
196;4;46;25.62114804;294.1628326;23;0;1;23;312.9357278
197;4;47;-24.08212883;248.8060606;23;0;1;24;312.9357278
198;4;48;-1.492265153;269.9487616;23;0;1;25;312.9357278
199;4;49;-53.79498976;231.499322;23;0;1;26;312.9357278
200;4;50;-8.524949762;196.5566121;23;0;1;27;312.9357278
201;5;1;-79.03831147;-85.37005832;17;0;1;-16;0
202;5;2;-41.39405746;-119.0086633;17;0;1;-15;0
203;5;3;-29.20590989;-43.4779745;17;0;1;-14;0
204;5;4;51.16995402;53.04923671;17;0;1;-13;0
205;5;5;-10.71497484;46.22004855;17;0;1;-12;0
206;5;6;-20.37408842;-10.77966161;17;0;1;-11;0
207;5;7;-2.652361346;56.28485729;17;0;1;-10;0
208;5;8;23.74819503;92.36840422;17;0;1;-9;0
209;5;9;-41.48760378;4.071915414;17;0;1;-8;0
210;5;10;5.825886186;-30.55199949;17;0;1;-7;0
211;5;11;-5.36848357;13.15951422;17;0;1;-6;0
212;5;12;0.394294412;22.67021356;17;0;1;-5;0
213;5;13;21.5633858;60.04653825;17;0;1;-4;0
214;5;14;-3.842249414;35.37767706;17;0;1;-3;0
215;5;15;-5.394624321;-39.05272657;17;0;1;-2;0
216;5;16;20.52433362;-9.193253402;17;0;1;-1;0
217;5;17;24.9791954;72.9081331;17;1;1;0;2.709342561
218;5;18;-40.28739526;-8.855119138;17;0;1;1;6.837370242
219;5;19;-6.663340058;-41.96387721;17;0;1;2;12.38408304
220;5;20;1.437774732;-3.305497345;17;0;1;3;19.34948097
221;5;21;-13.63218638;-5.131791107;17;0;1;4;27.73356401
222;5;22;25.87280677;30.72718169;17;0;1;5;37.53633218
223;5;23;-19.34233966;7.396122474;17;0;1;6;48.75778547
224;5;24;-40.20053122;7.346058051;17;0;1;7;61.39792388
225;5;25;-9.872465891;43.7885967;17;0;1;8;75.4567474
226;5;26;12.29148412;82.03344561;17;0;1;9;90.93425606
227;5;27;-41.4996;111.5817467;17;0;1;10;107.8304498
228;5;28;32.68861372;147.2162567;17;0;1;11;126.1453287
229;5;29;-13.01593761;169.848508;17;0;1;12;145.8788927
230;5;30;3.044308793;177.3573844;17;0;1;13;167.0311419
231;5;31;0.601565747;207.2202858;17;0;1;14;189.6020761
232;5;32;33.4353203;250.017601;17;0;1;15;213.5916955
233;5;33;-16.79337097;257.742581;17;0;1;16;239
234;5;34;28.03974829;257.8557155;17;0;1;17;265.8269896
235;5;35;-14.06168749;293.6658158;17;0;1;18;294.0726644
236;5;36;6.946828096;375.4228416;17;0;1;19;323.7370242
237;5;37;20.58115403;459.57815;17;0;1;20;354.8200692
238;5;38;15.69136756;453.8047442;17;0;1;21;354.8200692
239;5;39;-16.10413447;408.5472662;17;0;1;22;354.8200692
240;5;40;-30.22352916;357.7291095;17;0;1;23;354.8200692
241;5;41;-39.51017378;343.0043065;17;0;1;24;354.8200692
242;5;42;12.77612754;327.5241562;17;0;1;25;354.8200692
243;5;43;-8.685122602;339.5491791;17;0;1;26;354.8200692
244;5;44;-19.26730526;345.1968908;17;0;1;27;354.8200692
245;5;45;4.751365983;352.1701172;17;0;1;28;354.8200692
246;5;46;34.61928688;366.2447059;17;0;1;29;354.8200692
247;5;47;20.70140737;386.7087833;17;0;1;30;354.8200692
248;5;48;6.716738415;407.0623491;17;0;1;31;354.8200692
249;5;49;-4.370356197;373.2540068;17;0;1;32;354.8200692
250;5;50;22.34296149;360.9702046;17;0;1;33;354.8200692
251;6;1;-15.43919769;8.653935361;21;0;1;-20;0
252;6;2;3.740138669;50.5744064;21;0;1;-19;0
253;6;3;-0.505686308;91.206205;21;0;1;-18;0
254;6;4;-30.75572135;60.67354472;21;0;1;-17;0
255;6;5;-37.34175138;-1.482643559;21;0;1;-16;0
256;6;6;19.7081492;63.52555928;21;0;1;-15;0
257;6;7;-25.57812612;134.2910899;21;0;1;-14;0
258;6;8;-19.61657715;86.92762707;21;0;1;-13;0
259;6;9;6.946470353;69.99097716;21;0;1;-12;0
260;6;10;-37.21015349;35.69579476;21;0;1;-11;0
261;6;11;-53.97222616;-17.63050824;21;0;1;-10;0
262;6;12;13.51270762;48.03464398;21;0;1;-9;0
263;6;13;2.305464527;114.75679;21;0;1;-8;0
264;6;14;-11.81024723;69.00151778;21;0;1;-7;0
265;6;15;-18.42244547;0.801214279;21;0;1;-6;0
266;6;16;12.69470747;30.7990591;21;0;1;-5;0
267;6;17;-33.31745552;64.92227327;21;0;1;-4;0
268;6;18;12.20326167;39.35127643;21;0;1;-3;0
269;6;19;8.174555068;73.83035161;21;0;1;-2;0
270;6;20;-1.536493583;50.0584083;21;0;1;-1;0
271;6;21;15.98882095;57.26833191;21;1;1;0;2.637188209
272;6;22;5.966770658;70.30433336;21;0;1;1;6.548752834
273;6;23;-12.87872475;17.78036949;21;0;1;2;11.73469388
274;6;24;11.6155115;83.27256294;21;0;1;3;18.19501134
275;6;25;-40.63603979;76.16378312;21;0;1;4;25.92970522
276;6;26;-4.244215629;39.58845121;21;0;1;5;34.93877551
277;6;27;17.10684245;151.8940216;21;0;1;6;45.22222222
278;6;28;-44.46321662;120.1553452;21;0;1;7;56.78004535
279;6;29;25.90449272;116.2002199;21;0;1;8;69.6122449
280;6;30;49.73055883;240.5015036;21;0;1;9;83.71882086
281;6;31;15.22254304;238.87497;21;0;1;10;99.09977324
282;6;32;12.64243017;206.8588545;21;0;1;11;115.755102
283;6;33;-47.88357346;161.3940554;21;0;1;12;133.6848073
284;6;34;12.94344091;159.5808647;21;0;1;13;152.8888889
285;6;35;-2.788911705;229.9867266;21;0;1;14;173.3673469
286;6;36;20.34114107;332.3228473;21;0;1;15;195.1201814
287;6;37;-9.204440659;367.3639512;21;0;1;16;218.1473923
288;6;38;0.898815201;357.7052674;21;0;1;17;242.4489796
289;6;39;0.596873943;384.5103562;21;0;1;18;268.0249433
290;6;40;9.175236739;414.7338578;21;0;1;19;294.8752834
291;6;41;-22.15499628;428.7879405;21;0;1;20;323
292;6;42;27.81001325;388.94291;21;0;1;21;323
293;6;43;1.008040683;393.3059187;21;0;1;22;323
294;6;44;23.4301885;426.6172384;21;0;1;23;323
295;6;45;5.203865516;424.3498011;21;0;1;24;323
296;6;46;40.92791597;402.0355251;21;0;1;25;323
297;6;47;-28.11534089;373.2303548;21;0;1;26;323
298;6;48;-22.08239043;358.4761626;21;0;1;27;323
299;6;49;26.41630775;404.2712325;21;0;1;28;323
300;6;50;26.70700505;425.1506027;21;0;1;29;323
301;7;1;-26.74636909;-36.73182987;27;0;1;-26;0
302;7;2;-22.82346064;-55.45355197;27;0;1;-25;0
303;7;3;28.91659213;25.90769647;27;0;1;-24;0
304;7;4;-21.21953826;31.47481859;27;0;1;-23;0
305;7;5;9.189430595;-13.57246615;27;0;1;-22;0
306;7;6;-39.92792699;-17.7365226;27;0;1;-21;0
307;7;7;23.89208365;55.96803585;27;0;1;-20;0
308;7;8;1.767874532;89.62510086;27;0;1;-19;0
309;7;9;-39.66007968;-23.38830885;27;0;1;-18;0
310;7;10;-29.5474505;-71.40523994;27;0;1;-17;0
311;7;11;2.230180621;-21.92258613;27;0;1;-16;0
312;7;12;-0.394311461;22.17284402;27;0;1;-15;0
313;7;13;-13.53804517;16.84907354;27;0;1;-14;0
314;7;14;19.50725309;16.31832073;27;0;1;-13;0
315;7;15;-37.67221416;-55.28824176;27;0;1;-12;0
316;7;16;-0.228361552;-69.53096628;27;0;1;-11;0
317;7;17;20.2103011;37.36977321;27;0;1;-10;0
318;7;18;-5.142993495;7.375590237;27;0;1;-9;0
319;7;19;25.76404539;5.916399111;27;0;1;-8;0
320;7;20;-28.1194027;-27.09219816;27;0;1;-7;0
321;7;21;-20.6585859;-76.75635993;27;0;1;-6;0
322;7;22;62.4963788;15.48059416;27;0;1;-5;0
323;7;23;-3.271752071;4.025068767;27;0;1;-4;0
324;7;24;55.63340757;50.54523269;27;0;1;-3;0
325;7;25;25.72534531;92.45617142;27;0;1;-2;0
326;7;26;15.97731996;23.07540873;27;0;1;-1;0
327;7;27;-17.54848562;26.66380961;27;1;1;0;2.582990398
328;7;28;5.632345424;16.99030776;27;0;1;1;6.331961591
329;7;29;57.48662624;71.35539649;27;0;1;2;11.24691358
330;7;30;3.225403117;91.03031921;27;0;1;3;17.32784636
331;7;31;13.05104004;47.51611036;27;0;1;4;24.57475995
332;7;32;-44.22895492;-3.10866892;27;0;1;5;32.98765432
333;7;33;12.3837902;5.514568593;27;0;1;6;42.56652949
334;7;34;-45.64578329;-6.47568691;27;0;1;7;53.31138546
335;7;35;-38.28337832;-40.3992766;27;0;1;8;65.22222222
336;7;36;4.173689811;95.68260016;27;0;1;9;78.29903978
337;7;37;-19.06751019;147.5706886;27;0;1;10;92.54183813
338;7;38;28.17578305;172.4636157;27;0;1;11;107.9506173
339;7;39;8.724006519;208.2577029;27;0;1;12;124.5253772
340;7;40;24.0867859;217.0061864;27;0;1;13;142.266118
341;7;41;26.26044668;262.1305844;27;0;1;14;161.1728395
342;7;42;38.68477823;238.3214721;27;0;1;15;181.2455418
343;7;43;36.95344092;251.4531212;27;0;1;16;202.484225
344;7;44;15.70846801;288.5726194;27;0;1;17;224.8888889
345;7;45;-1.622226757;267.1043343;27;0;1;18;248.4595336
346;7;46;26.85393442;263.1744228;27;0;1;19;273.1961591
347;7;47;32.43561954;327.6489114;27;0;1;20;299.0987654
348;7;48;-0.860338395;348.1907528;27;0;1;21;299.0987654
349;7;49;4.743152173;311.7617068;27;0;1;22;299.0987654
350;7;50;-16.02361238;268.6884075;27;0;1;23;299.0987654
351;8;1;-8.52222127;2.911590862;17;0;1;-16;0
352;8;2;43.28355101;71.71615333;17;0;1;-15;0
353;8;3;8.397728999;114.3343908;17;0;1;-14;0
354;8;4;6.330174471;81.34421401;17;0;1;-13;0
355;8;5;8.774437329;56.40079914;17;0;1;-12;0
356;8;6;28.07619958;92.69115653;17;0;1;-11;0
357;8;7;-44.49093933;98.42768526;17;0;1;-10;0
358;8;8;43.63640418;105.9491534;17;0;1;-9;0
359;8;9;-18.16856264;82.81028367;17;0;1;-8;0
360;8;10;24.45060128;46.92287471;17;0;1;-7;0
361;8;11;-0.874815495;71.80901536;17;0;1;-6;0
362;8;12;-20.40413874;41.89656645;17;0;1;-5;0
363;8;13;-10.97599389;42.23984338;17;0;1;-4;0
364;8;14;-7.007480569;35.20418419;17;0;1;-3;0
365;8;15;-3.666773441;-4.958988874;17;0;1;-2;0
366;8;16;19.56007264;27.10145447;17;0;1;-1;0
367;8;17;8.77026493;91.26605962;17;1;1;0;2.709342561
368;8;18;-23.21136053;27.5431031;17;0;1;1;6.837370242
369;8;19;3.05268814;20.3593037;17;0;1;2;12.38408304
370;8;20;-7.340767271;33.16310682;17;0;1;3;19.34948097
371;8;21;33.53155888;68.78453012;17;0;1;4;27.73356401
372;8;22;16.28027895;103.8295171;17;0;1;5;37.53633218
373;8;23;-10.60820289;42.0688494;17;0;1;6;48.75778547
374;8;24;-2.436138992;89.37570502;17;0;1;7;61.39792388
375;8;25;31.02724802;157.9838208;17;0;1;8;75.4567474
376;8;26;34.56033482;180.7331282;17;0;1;9;90.93425606
377;8;27;-11.88850463;198.9928107;17;0;1;10;107.8304498
378;8;28;32.92898562;212.5988419;17;0;1;11;126.1453287
379;8;29;-18.63930473;199.9966307;17;0;1;12;145.8788927
380;8;30;-74.89245868;129.3283678;17;0;1;13;167.0311419
381;8;31;-19.8771457;144.3359248;17;0;1;14;189.6020761
382;8;32;11.0122132;242.6469005;17;0;1;15;213.5916955
383;8;33;-39.48987406;248.1540888;17;0;1;16;239
384;8;34;-34.46858163;208.1820005;17;0;1;17;265.8269896
385;8;35;2.412013349;283.1623047;17;0;1;18;294.0726644
386;8;36;14.05789367;434.538726;17;0;1;19;323.7370242
387;8;37;18.44831381;500.0874933;17;0;1;20;354.8200692
388;8;38;19.71322005;491.2248745;17;0;1;21;354.8200692
389;8;39;42.08505327;506.2894244;17;0;1;22;354.8200692
390;8;40;9.744761411;491.4177058;17;0;1;23;354.8200692
391;8;41;-1.293884754;456.720004;17;0;1;24;354.8200692
392;8;42;23.95339627;412.4488319;17;0;1;25;354.8200692
393;8;43;-6.214670886;388.7280175;17;0;1;26;354.8200692
394;8;44;12.45274172;414.9185075;17;0;1;27;354.8200692
395;8;45;-4.884349266;409.7855669;17;0;1;28;354.8200692
396;8;46;22.93923485;380.4600566;17;0;1;29;354.8200692
397;8;47;9.850321941;399.7087638;17;0;1;30;354.8200692
398;8;48;-10.40139786;414.6242453;17;0;1;31;354.8200692
399;8;49;46.2963511;442.3336958;17;0;1;32;354.8200692
400;8;50;-40.74081993;384.0842485;17;0;1;33;354.8200692
401;9;1;26.24982817;51.82409925;23;0;1;-22;0
402;9;2;11.40969843;102.8952681;23;0;1;-21;0
403;9;3;-12.67855638;89.66517076;23;0;1;-20;0
404;9;4;-22.91056344;59.30810863;23;0;1;-19;0
405;9;5;45.00247474;91.66901654;23;0;1;-18;0
406;9;6;-4.111622548;125.0122897;23;0;1;-17;0
407;9;7;-6.63326239;132.378458;23;0;1;-16;0
408;9;8;-32.30848234;96.14286167;23;0;1;-15;0
409;9;9;-0.801283678;52.513594;23;0;1;-14;0
410;9;10;-11.67960926;56.44086103;23;0;1;-13;0
411;9;11;48.54416455;113.3787028;23;0;1;-12;0
412;9;12;13.19868693;153.1992901;23;0;1;-11;0
413;9;13;-55.4963038;59.60327704;23;0;1;-10;0
414;9;14;-8.931224911;17.04104783;23;0;1;-9;0
415;9;15;-35.44813872;-10.38318059;23;0;1;-8;0
416;9;16;-31.78775902;-27.74682457;23;0;1;-7;0
417;9;17;11.36122596;68.08076432;23;0;1;-6;0
418;9;18;-13.21206285;61.57690946;23;0;1;-5;0
419;9;19;-33.89064293;9.312105164;23;0;1;-4;0
420;9;20;-6.98249917;5.509480782;23;0;1;-3;0
421;9;21;5.912777604;42.07137083;23;0;1;-2;0
422;9;22;-7.171405219;43.50363737;23;0;1;-1;0
423;9;23;-16.46298453;-5.100117255;23;1;1;0;2.61436673
424;9;24;13.03032258;72.32784589;23;0;1;1;6.457466919
425;9;25;-21.83003392;84.9464715;23;0;1;2;11.52930057
426;9;26;7.129334824;55.62137577;23;0;1;3;17.82986767
427;9;27;36.93045383;166.1904055;23;0;1;4;25.35916824
428;9;28;10.28167118;175.0232774;23;0;1;5;34.11720227
429;9;29;-7.778692145;114.7159238;23;0;1;6;44.10396975
430;9;30;2.072745957;133.7234317;23;0;1;7;55.3194707
431;9;31;35.76409118;183.3849132;23;0;1;8;67.7637051
432;9;32;23.77665314;207.1784726;23;0;1;9;81.43667297
433;9;33;34.65086111;220.6785561;23;0;1;10;96.33837429
434;9;34;-15.8222195;175.8918351;23;0;1;11;112.4688091
435;9;35;-7.273637058;156.1592473;23;0;1;12;129.8279773
436;9;36;33.00756157;296.7625161;23;0;1;13;148.415879
437;9;37;5.136693287;347.4189036;23;0;1;14;168.2325142
438;9;38;15.26533185;336.2040972;23;0;1;15;189.2778828
439;9;39;19.87141157;364.6407281;23;0;1;16;211.5519849
440;9;40;-10.42934897;357.5456228;23;0;1;17;235.0548204
441;9;41;4.159569317;375.2465858;23;0;1;18;259.7863894
442;9;42;3.151699835;356.3081301;23;0;1;19;285.7466919
443;9;43;-3.233312105;357.3042564;23;0;1;20;312.9357278
444;9;44;21.57300817;413.4167092;23;0;1;21;312.9357278
445;9;45;46.3913251;456.5780842;23;0;1;22;312.9357278
446;9;46;-2.813954482;392.3791181;23;0;1;23;312.9357278
447;9;47;23.31463134;373.8164604;23;0;1;24;312.9357278
448;9;48;28.83153932;453.7180684;23;0;1;25;312.9357278
449;9;49;23.12305193;444.7899103;23;0;1;26;312.9357278
450;9;50;57.19286939;445.2412151;23;0;1;27;312.9357278
